Código,   Universidad,  Rama,  Grado en,  Centro,	Nota general,  Mayor
25,  Mayor 40, Mayor 45
208010,CÁDIZ,SYJ,RELACIONES LABORALES Y RECURSOS HUMANOS,F. CIENCIAS TRABAJO (ALG),5.000,5.000,7.229 -OPR AN,5.000,5.000
208006,CÁDIZ,SYJ,RELACIONES LABORALES Y RECURSOS HUMANOS,F. CIENCIAS DEL TRABAJO,5.000,5.000,5.530 -ONP AN,5.000,5.000
208502,CÁDIZ,SYJ,TRABAJO SOCIAL,F. CIENCIAS TRABAJO (JE),7.670,5.000,5.141 -OPR AN,12.188,5.000
208730,CÁDIZ,SYJ,TURISMO,F. CC. SOC. Y COMUN. (JE),6.505,5.000,6.290 -OPR NA,5.000,5.000
325515,CÓRDOBA,SYJ,ADMINISTRACION Y DIRECCIÓN DE EMPRESAS,F. DERECHO Y CC ECON EMP,8.560,5.000,5.000 -ONP NA,5.000,5.000
325608,CÓRDOBA,SYJ,ADMON. Y DIREC. DE EMPRESA + DERECHO,F. DERECHO Y CC ECON EMP,8.213,5.000,5.000 -ONP NA,5.000,5.000
326504,CÓRDOBA,C,BIOLOGÍA,F. CIENCIAS,9.252,5.000,5.000 -ONP NA,5.000,5.000
392001,CÓRDOBA,C,BIOQUÍMICA,F. CIENCIAS,12.232,5.000,5.000 -ONP NA,5.000,5.000
392508,CÓRDOBA,C,CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS,F. VETERINARIA,9.422,5.000,5.000 -ONP NA,5.000,5.000
327001,CÓRDOBA,C,CIENCIAS AMBIENTALES,F. CIENCIAS,5.000,5.000,5.000 -ONP NA,5.000,5.000
329505,CÓRDOBA,SYJ,DERECHO,F. DERECHO Y CC ECON EMP,7.296,5.000,5.000 -ONP NA,5.000,5.000
345501,CÓRDOBA,SYJ,EDUCACIÓN INFANTIL,F. CIENCIAS DE EDUCACIÓN,6.931,5.000,5.000 -ONP NA,5.000,5.000
345516,CÓRDOBA,SYJ,EDUCACIÓN INFANTIL,C. MAGIST.SAGRADO COR.(A),5.000,5.000,5.000 -ONP NA,5.000,5.000
346505,CÓRDOBA,SYJ,EDUCACIÓN PRIMARIA EDUCACIÓN FÍSICA EDUCACIÓN MUSICAL LENGUA EXTRANJERA NECESIDADES EDUCATIVAS ESPECÍFICAS,F. CIENCIAS DE EDUCACIÓN,7.420,5.000,5.050 -OPR AN,5.000,5.000
346511,CÓRDOBA,SYJ,EDUCACIÓN PRIMARIA,C. MAGIST.SAGRADO COR.(A),5.000,5.000,5.000 -ONP NA,5.000,5.000
346524,CÓRDOBA,SYJ,EDUCACIÓN PRIMARIA (ITINERARIO BILINGÜE),F. CIENCIAS DE EDUCACIÓN,7.348,5.000,5.000 -ONP NA,5.000,5.000
302207,CÓRDOBA,SYJ,EDUCACIÓN SOCIAL,F. CIENCIAS DE EDUCACIÓN,7.711,5.000,5.000 -ONP NA,5.000,5.000
302509,CÓRDOBA,SD,ENFERMERÍA,F. MEDICINA Y ENFERMERÍA,11.256,5.000,6.570 -OPR AN,5.000,5.000
334502,CÓRDOBA,AYH,ESTUDIOS INGLESES,F. FILOSOFÍA Y LETRAS,7.451,5.000,5.000 -ONP NA,5.000,5.000
334006,CÓRDOBA,AYH,FILOLOGÍA HISPÁNICA,F. FILOSOFÍA Y LETRAS,5.000,5.000,5.000 -ONP NA,5.000,5.000
336003,CÓRDOBA,C,FÍSICA,F. CIENCIAS,7.985,5.000,5.000 -ONP NA,5.000,5.000
303502,CÓRDOBA,SD,FISIOTERAPIA,F. MEDICINA Y ENFERMERÍA,11.733,5.000,7.880 -OPR AN,5.000,5.000
349506,CÓRDOBA,AYH,GESTIÓN CULTURAL,F. FILOSOFÍA Y LETRAS,5.000,5.000,5.000 -ONP NA,5.000,5.000
337503,CÓRDOBA,AYH,HISTORIA,F. FILOSOFÍA Y LETRAS,5.000,5.000,5.000 -ONP NA,5.000,5.000
338000,CÓRDOBA,AYH,HISTORIA DEL ARTE,F. FILOSOFÍA Y LETRAS,5.000,5.000,5.000 -ONP NA,5.000,5.000
397107,CÓRDOBA,C,ING. AGROALIMENTARIA Y DEL MEDIO RURAL + ENOLOGÍA,E.T.S.ING.AGRON. MONTES,5.930,5.000,5.000 -ONP NA,5.000,5.000
322704,CÓRDOBA,IYA,ING. CIVIL + RECURSOS ENERGÉTICOS Y MINEROS,E. POLITÉCNICA SUP. (BEL),5.000,5.000,5.000 -ONP NA,5.000,5.000
