Año;Código;Universidad;Rama;Grado en;Centro;Nota general;Titulados;Mayor 25;Mayor 40;Mayor 45
2010; 229511;CÁDIZ;SYJ;DERECHO; FACULTAD DE DERECHO (SEDE ALGECIRAS);5,000;5,100;5,308 -ONP AN;17,333;5,000
2010; 245518;CÁDIZ;SYJ;EDUCACIÓN INFANTIL; CENTRO MAGISTERIO  VIRGEN DE EUROPA  (ADSCRITO) (LA LÍNEA);5,000;5,000;5,890 -ONP AN;5,000;5,000
2010; 245503;CÁDIZ;SYJ;EDUCACIÓN INFANTIL; FACULTAD DE CIENCIAS DE LA EDUCACIÓN;6,685;5,000;7,770 -OPR NA;5,000;5,000
2010; 246511;CÁDIZ;SYJ;EDUCACIÓN PRIMARIA; CENTRO MAGISTERIO  VIRGEN DE EUROPA  (ADSCRITO) (LA LÍNEA);5,000;5,000;5,420 -ONP AN;5,000;5,000
2010; 246507;CÁDIZ;SYJ;EDUCACIÓN PRIMARIA; FACULTAD DE CIENCIAS DE LA EDUCACIÓN;7,100;5,500;6,200 -OPR AN;5,000;5,000
2010; 202549;CÁDIZ;SD;ENFERMERÍA; CENTRO UNIVERSITARIO DE ENFERMERÍA  SALUS INFIRMORUM  (ADS);8,300;6,467;6,500 -OPR AN;23,331;5,000
2010; 202515;CÁDIZ;SD;ENFERMERÍA; FACULTAD DE ENFERMERÍA  (ALGECIRAS);9,000;6,308;7,290 -OPR AN;34,352;7,850
2010; 202500;CÁDIZ;SD;ENFERMERÍA; FACULTAD DE ENFERMERÍA Y FISIOTERAPIA;9,351;6,467;7,720 -OPR AN;24,416;5,400
2010; 202534;CÁDIZ;SD;ENFERMERÍA; FACULTAD DE ENFERMERÍA Y FISIOTERAPIA (JEREZ);9,400;7,817;7,050 -OPR AN;34,832;6,050
2010; 231503;CÁDIZ;AYH;ESTUDIOS ÁRABES E ISLÁMICOS; FACULTAD DE FILOSOFÍA Y LETRAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 233004;CÁDIZ;AYH;ESTUDIOS FRANCESES; FACULTAD DE FILOSOFÍA Y LETRAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 234504;CÁDIZ;AYH;ESTUDIOS INGLESES; FACULTAD DE FILOSOFÍA Y LETRAS;5,158;5,000;5,000 -ONP NA;5,000;5,000
2010; 232000;CÁDIZ;AYH;FILOLOGÍA CLÁSICA; FACULTAD DE FILOSOFÍA Y LETRAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 234008;CÁDIZ;AYH;FILOLOGÍA HISPÁNICA; FACULTAD DE FILOSOFÍA Y LETRAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 202004;CÁDIZ;SYJ;FINANZAS Y CONTABILIDAD; FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALES;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 203504;CÁDIZ;SD;FISIOTERAPIA; FACULTAD DE ENFERMERÍA Y FISIOTERAPIA;10,300;7,150;7,850 -OPR AN;21,333;5,000
2010; 204016;CÁDIZ;SYJ;GESTIÓN Y ADMINISTRACIÓN PÚBLICA; FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACIÓN (JEREZ);5,000;5,000;5,020 -ONP AN;35,342;5,775
2010; 237505;CÁDIZ;AYH;HISTORIA; FACULTAD DE FILOSOFÍA Y LETRAS;5,000;5,142;5,000 -ONP NA;10,768;8,500
2010; 238509;CÁDIZ;AYH;HUMANIDADES; FACULTAD DE FILOSOFÍA Y LETRAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 222501;CÁDIZ;IYA;INGENIERÍA CIVIL CONSTRUCCIONES CIVILESHIDROLOGÍATRANSPORTES Y SERVICIOS URBANOS;ESCUELA POLITÉCNICA SUPERIOR (ALGECIRAS);5,000;5,317;5,000 -ONP NA;5,000;5,000
2010; 223013;CÁDIZ;IYA;INGENIERÍA EN TECNOLOGÍAS INDUSTRIALES; ESCUELA POLITÉCNICA SUPERIOR (ALGECIRAS);5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 223009;CÁDIZ;IYA;INGENIERÍA EN TECNOLOGÍAS INDUSTRIALES; ESCUELA SUPERIOR DE INGENIERÍA;5,000;5,000;5,000 -ONP NA;8,581;5,000
2010; 223505;CÁDIZ;IYA;INGENIERÍA INFORMÁTICA COMPUTACIÓNINGENIERÍA DE COMPUTADORESINGENIERÍA DEL SOFTWARESISTEMAS DE INFORMACIÓNTECNOLOGÍAS DE LA INFORMACIÓN;ESCUELA SUPERIOR DE INGENIERÍA;5,000;5,000;5,092 -ONP AN;5,000;5,000
2010; 224509;CÁDIZ;IYA;INGENIERÍA QUÍMICA QUIMICA INDUSTRIAL;FACULTAD DE CIENCIAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 295004;CÁDIZ;AYH;LINGÜÍSTICA Y LENGUAS APLICADAS; FACULTAD DE FILOSOFÍA Y LETRAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 293007;CÁDIZ;IYA;MARINA CIVIL. INGENIERÍA MARINA; ESCUELA DE INGENIERÍAS MARINA, NAÚTICA Y RADIOELÉCTRICA;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 293503;CÁDIZ;IYA;MARINA CIVIL. INGENIERÍA NÁUTICA Y TRANSPORTE MARÍT; ESCUELA DE INGENIERÍAS MARINA, NAÚTICA Y RADIOELÉCTRICA;5,000;5,938;6,717 -ONP AN;5,624;6,075
2010; 294507;CÁDIZ;IYA;MARINA CIVIL. INGENIERÍA RADIOELECTRÓNICA; ESCUELA DE INGENIERÍAS MARINA, NAÚTICA Y RADIOELÉCTRICA;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 249001;CÁDIZ;SYJ;MARKETING E INVESTIGACIÓN DE MERCADOS; FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACIÓN (JEREZ);5,000;5,000;5,000 -OPR AN;5,000;5,000
2010; 239006;CÁDIZ;C;MATEMÁTICAS; FACULTAD DE CIENCIAS;5,507;5,500;5,000 -ONP NA;5,000;5,000
2010; 239502;CÁDIZ;SD;MEDICINA; FACULTAD DE MEDICINA;11,286;8,033;8,393 -OPR AN;5,000;5,000
2010; 242006;CÁDIZ;SYJ;PUBLICIDAD Y RELACIONES PÚBLICAS; FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACIÓN (JEREZ);6,564;5,000;5,342 -ONP AN;5,624;5,000
2010; 242502;CÁDIZ;C;QUÍMICA; FACULTAD DE CIENCIAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 242601;CÁDIZ;C;QUÍMICA + CC AMBIENTALES; FACULTAD DE CIENCIAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 208006;CÁDIZ;SYJ;RELACIONES LABORALES Y RECURSOS HUMANOS; FACULTAD DE CIENCIAS DEL TRABAJO;5,000;5,238;5,067 -OPR AN;32,186;6,350
2010; 208010;CÁDIZ;SYJ;RELACIONES LABORALES Y RECURSOS HUMANOS; FACULTAD DE CIENCIAS DEL TRABAJO (ALG);5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 208502;CÁDIZ;SYJ;TRABAJO SOCIAL; FACULTAD DE CIENCIAS DEL TRABAJO (SEDE  JEREZ);6,176;5,517;6,130 -OPR AN;30,331;7,200
2010; 208730;CÁDIZ;SYJ;TURISMO; FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACIÓN (JEREZ);5,000;5,000;5,108 -OPR AN;5,000;5,000
2010; 325500;CÓRDOBA;SYJ;ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS; CENTRO CIENCIAS ECON. Y EMPRES. (ETEA) (ADS);5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 325515;CÓRDOBA;SYJ;ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS; FACULTAD DE DERECHO Y CC. ECON. Y EMPRES.;7,177;6,417;5,000 -ONP NA;5,000;5,000
2010; 325608;CÓRDOBA;SYJ;ADMÓN. Y DIRECC. EMP. + DERECHO; FACULTAD DE DERECHO Y CC. ECON. Y EMPRES.;6,887;5,000;5,000 -ONP NA;5,000;5,000
2010; 326504;CÓRDOBA;C;BIOLOGÍA; FACULTAD DE CIENCIAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 392001;CÓRDOBA;C;BIOQUÍMICA; FACULTAD DE CIENCIAS;8,000;6,500;5,000 -ONP NA;5,000;5,000
2010; 327001;CÓRDOBA;C;CIENCIAS AMBIENTALES; FACULTAD DE CIENCIAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 329505;CÓRDOBA;SYJ;DERECHO; FACULTAD DE DERECHO Y CC. ECON. Y EMPRES.;5,625;5,000;6,625 -ONP AN;5,000;5,000
2010; 345516;CÓRDOBA;SYJ;EDUCACIÓN INFANTIL; CENTRO MAGISTERIO SAGRADO CORAZÓN (ADS);5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 345501;CÓRDOBA;SYJ;EDUCACIÓN INFANTIL; FACULTAD DE CIENCIAS DE LA EDUCACIÓN;5,000;5,333;6,509 -ONP AN;5,000;5,000
2010; 346511;CÓRDOBA;SYJ;EDUCACIÓN PRIMARIA; CENTRO MAGISTERIO SAGRADO CORAZÓN (ADS);5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 346505;CÓRDOBA;SYJ;EDUCACIÓN PRIMARIA EDUCACIÓN FÍSICAEDUCACIÓN MUSICALLENGUA EXTRANJERANECESIDADES EDUCATIVAS ESPECÍFICAS;FACULTAD DE CIENCIAS DE LA EDUCACIÓN;6,092;5,300;6,250 -ONP AN;5,000;5,000
2010; 302509;CÓRDOBA;SD;ENFERMERÍA; FACULTAD DE ENFERMERÍA;9,900;7,497;8,175 -OPR AN;19,600;8,350
2010; 334502;CÓRDOBA;AYH;ESTUDIOS INGLESES; FACULTAD DE FILOSOFÍA Y LETRAS;5,000;5,000;6,460 -OPR AN;5,000;5,000
2010; 334006;CÓRDOBA;AYH;FILOLOGÍA HISPÁNICA; FACULTAD DE FILOSOFÍA Y LETRAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 302002;CÓRDOBA;SYJ;FINANZAS Y CONTABILIDAD; CENTRO CIENCIAS ECON. Y EMPRES. (ETEA) (ADS);5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 336003;CÓRDOBA;C;FÍSICA; FACULTAD DE CIENCIAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 337503;CÓRDOBA;AYH;HISTORIA; FACULTAD DE FILOSOFÍA Y LETRAS;5,000;6,667;5,000 -ONP NA;11,498;5,000
2010; 338000;CÓRDOBA;AYH;HISTORIA DEL ARTE; FACULTAD DE FILOSOFÍA Y LETRAS;5,000;6,517;5,000 -ONP NA;37,185;5,000
2010; 322003;CÓRDOBA;IYA;INGENIERÍA AGROALIMENTARIA Y DEL MEDIO RURAL HORTOFRUTICULTURA, JARDINERÍA Y PAISAJISMOINGENIERÍA ALIMENTARIAINGENIERÍA RURALSISTEMAS AGRO-GANADEROS;E.T.S. INGENIERÍA AGRONÓMICA Y DE MONTES;5,000;6,400;6,225 -ONP NA;5,000;5,000
2010; 322500;CÓRDOBA;IYA;INGENIERÍA CIVIL CONSTRUCCIONES CIVILESHIDROLOGÍA;ESCUELA POLITÉCNICA SUPERIOR DE BELMEZ;5,000;5,317;5,000 -ONP NA;5,000;5,000
2010; 323708;CÓRDOBA;IYA;INGENIERÍA DE RECURSOS ENERGETICOS Y MINEROS EXPLOTACIÓN DE MINASRECURSOS ENERGÉTICOS, COMBUSTIBLES Y EXPLOSIVOS;ESCUELA POLITÉCNICA SUPERIOR DE BELMEZ;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 312504;CÓRDOBA;IYA;INGENIERÍA ELÉCTRICA; ESCUELA POLITÉCNICA SUPERIOR DE CÓRDOBA;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 313001;CÓRDOBA;IYA;INGENIERÍA ELECTRÓNICA INDUSTRIAL; ESCUELA POLITÉCNICA SUPERIOR DE CÓRDOBA;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 324000;CÓRDOBA;IYA;INGENIERÍA FORESTAL EXPLOTACIONES FORESTALES;E.T.S. INGENIERÍA AGRONÓMICA Y DE MONTES;5,000;5,000;5,017 -ONP AN;5,000;5,000
2010; 323503;CÓRDOBA;IYA;INGENIERÍA INFORMÁTICA COMPUTACIÓNINGENIERÍA DE COMPUTADORESINGENIERÍA DEL SOFTWARE;ESCUELA POLITÉCNICA SUPERIOR DE CÓRDOBA;5,000;6,017;5,000 -ONP NA;5,000;5,000
2010; 313508;CÓRDOBA;IYA;INGENIERÍA MECÁNICA; ESCUELA POLITÉCNICA SUPERIOR DE CÓRDOBA;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 339500;CÓRDOBA;SD;MEDICINA; FACULTAD DE MEDICINA;11,496;7,967;8,720 -OPR AN;5,000;5,000
2010; 342500;CÓRDOBA;C;QUÍMICA; FACULTAD DE CIENCIAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 308004;CÓRDOBA;SYJ;RELACIONES LABORALES Y RECURSOS HUMANOS ASESORÍA JURÍDICO-LABORALMERCADO DE TRABAJO Y EMPLEORECURSOS HUMANOSSALUD LABORAL;FACULTAD DE CIENCIAS DEL TRABAJO;5,000;5,000;5,000 -ONP NA;7,914;6,380
2010; 343202;CÓRDOBA;AYH;TRADUCCIÓN E INTERPRETACIÓN FRANCÉS; FACULTAD DE FILOSOFÍA Y LETRAS;5,004;5,000;5,000 -ONP NA;5,000;5,000
2010; 343301;CÓRDOBA;AYH;TRADUCCIÓN E INTERPRETACIÓN INGLÉS; FACULTAD DE FILOSOFÍA Y LETRAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 308705;CÓRDOBA;SYJ;TURISMO; FACULTAD DE CIENCIAS DEL TRABAJO;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 343504;CÓRDOBA;SD;VETERINARIA; FACULTAD DE VETERINARIA;9,050;6,333;7,942 -OPR AN;5,000;5,000
2010; 425509;GRANADA;SYJ;ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS; F. CIENCIAS ECONÓMICAS Y EMPRESARIALES;8,475;5,200;5,000 -ONP NA;12,496;5,000
2010; 425513;GRANADA;SYJ;ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS; FACULTAD DE CIENCIAS SOCIALES Y JURÍDICAS (MELILLA);5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 425528;GRANADA;SYJ;ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS; FACULTAD DE EDUCACIÓN Y HUMANIDADES (CEUTA);5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 425606;GRANADA;SYJ;ADMÓN. Y DIRECC. EMP. + DERECHO; F. CIENCIAS ECONÓMICAS Y EMPRESARIALES-F. DERECHO;8,008;5,433;5,000 -ONP NA;5,000;5,000
2010; 400501;GRANADA;IYA;ARQUITECTURA; E.T.S. DE ARQUITECTURA;9,680;6,883;5,842 -OPR AN;5,000;5,000
2010; 426006;GRANADA;AYH;BELLAS ARTES; FACULTAD DE BELLAS ARTES;8,100;6,250;7,154 -OPR AN;13,499;5,000
2010; 426502;GRANADA;C;BIOLOGÍA; FACULTAD DE CIENCIAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 492001;GRANADA;C;BIOQUÍMICA; FACULTAD DE CIENCIAS;10,160;7,350;5,642 -ONP AN;5,000;5,000
2010; 427001;GRANADA;C;CIENCIAS AMBIENTALES; FACULTAD DE CIENCIAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 427506;GRANADA;SYJ;CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE; FACULTAD DE CIENCIAS DEL DEPORTE;9,755;5,000;5,625 -OPR AN;5,000;5,000
2010; 428704;GRANADA;SYJ;CIENCIAS POLIT. Y DE LA ADMON. + DERECHO; F. DE CIENCIAS POLÍTICAS Y SOCIOLOGÍA;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 428501;GRANADA;SYJ;CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN; F. DE CIENCIAS POLÍTICAS Y SOCIOLOGÍA;5,000;5,715;5,000 -ONP NA;19,498;5,000
2010; 429007;GRANADA;SYJ;COMUNICACIÓN AUDIOVISUAL; FACULTAD DE COMUNICACIÓN Y DOCUMENTACIÓN;8,700;6,450;6,046 -OPR AN;5,000;5,000
2010; 426200;GRANADA;AYH;CONSERVACIÓN Y RESTAURACIÓN DE BIENES CULTURALES; FACULTAD DE BELLAS ARTES;7,300;6,917;7,270 -OPR AN;5,000;6,625
2010; 429503;GRANADA;SYJ;DERECHO; FACULTAD DE DERECHO;5,010;5,683;5,000 -ONP NA;13,934;5,000
2010; 430001;GRANADA;SYJ;ECONOMÍA; F. CIENCIAS ECONÓMICAS Y EMPRESARIALES;6,222;5,000;5,000 -ONP NA;5,000;5,000
2010; 445514;GRANADA;SYJ;EDUCACIÓN INFANTIL; CENTRO PROFESORADO LA INMACULADA CONCEPCIÓN (ADS);5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 445501;GRANADA;SYJ;EDUCACIÓN INFANTIL; FACULTAD DE CIENCIAS DE LA EDUCACIÓN;6,436;6,283;6,271 -ONP AN;5,000;5,000
2010; 445529;GRANADA;SYJ;EDUCACIÓN INFANTIL; FACULTAD DE EDUCACIÓN Y HUMANIDADES (CEUTA);5,000;5,000;5,463 -ONP AN;5,000;5,000
2010; 445533;GRANADA;SYJ;EDUCACIÓN INFANTIL; FACULTAD DE EDUCACIÓN Y HUMANIDADES (MELILLA);5,000;6,417;5,000 -ONP NA;5,000;5,000
2010; 446518;GRANADA;SYJ;EDUCACIÓN PRIMARIA; CENTRO PROFESORADO LA INMACULADA CONCEPCIÓN (ADS);5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 446503;GRANADA;SYJ;EDUCACIÓN PRIMARIA; FACULTAD DE CIENCIAS DE LA EDUCACIÓN;6,060;5,067;5,459 -ONP AN;5,000;5,000
2010; 446522;GRANADA;SYJ;EDUCACIÓN PRIMARIA; FACULTAD DE EDUCACIÓN Y HUMANIDADES (CEUTA);5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 446537;GRANADA;SYJ;EDUCACIÓN PRIMARIA; FACULTAD DE EDUCACIÓN Y HUMANIDADES (MELILLA);5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 402205;GRANADA;SYJ;EDUCACIÓN SOCIAL; FACULTAD DE CIENCIAS DE LA EDUCACIÓN;7,081;6,533;5,000 -OPR AN;18,499;6,500
2010; 402511;GRANADA;SD;ENFERMERÍA; CENTRO DE ENFERMERÍA  VIRGEN DE LAS NIEVES  DEL S.A.S. (ADS);10,300;8,300;7,280 -OPR AN;27,749;7,950
2010; 402507;GRANADA;SD;ENFERMERÍA; FACULTAD DE CIENCIAS DE LA SALUD;10,180;7,993;7,767 -OPR AN;22,851;5,850
2010; 402526;GRANADA;SD;ENFERMERÍA; FACULTAD DE CIENCIAS DE LA SALUD (CEUTA);8,200;6,467;6,842 -OPR AN;5,000;5,000
2010; 402530;GRANADA;SD;ENFERMERÍA; FACULTAD DE CIENCIAS DE LA SALUD (MELILLA);8,600;6,533;6,374 -OPR AN;5,000;5,000
2010; 403004;GRANADA;C;ESTADÍSTICA; FACULTAD DE CIENCIAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 431501;GRANADA;AYH;ESTUDIOS ÁRABES E ISLÁMICOS; FACULTAD DE FILOSOFÍA Y LETRAS;5,000;5,000;5,371 -OPR AN;5,000;5,000
2010; 433000;GRANADA;AYH;ESTUDIOS FRANCESES; FACULTAD DE FILOSOFÍA Y LETRAS;5,000;5,000;5,000 -ONP NA;5,000;5,000
2010; 434500;GRANADA;AYH;ESTUDIOS INGLESES; FACULTAD DE FILOSOFÍA Y LETRAS;6,450;5,000;5,642 -OPR AN;5,000;5,000
2010; 430506;GRANADA;SD;FARMACIA; FACULTAD DE FARMACIA;6,458;5,747;5,470 -ONP AN;5,000;5,000
2010; 432007;GRANADA;AYH;FILOLOGÍA CLÁSICA; FACULTAD DE FILOSOFÍA Y LETRAS;5,000;7,433;5,271 -OPR AN;5,000;5,000
2010; 434004;GRANADA;AYH;FILOLOGÍA HISPÁNICA; FACULTAD DE FILOSOFÍA Y LETRAS;5,000;5,000;6,296 -OPR AN;5,000;5,000
